alt,dis,fob,gateway_time,lat,lon,posPointName,sAlt,type
91,0,70400,2026-04-22 22:28:58,37.936,23.932,POS,,ACARS
266.7,0,70400,2026-04-22 22:29:10,37.94248888888889,23.938847222222225,POS,-1.0,ADSB
464.82000000000005,0,70400,2026-04-22 22:29:26,37.95142777777778,23.947269444444444,POS,-1.0,ADSB
647.7,0,70400,2026-04-22 22:29:42,37.96087777777778,23.956100000000003,POS,-1.0,ADSB
838.2,0,70400,2026-04-22 22:29:58,37.970327777777776,23.964819444444448,POS,-1.0,ADSB
1059.18,0,70400,2026-04-22 22:30:16,37.9812,23.97490833333333,POS,-1.0,ADSB
1196.3400000000001,0,70400,2026-04-22 22:30:32,37.99282777777778,23.985727777777775,POS,-1.0,ADSB
1348.74,0,70400,2026-04-22 22:30:54,38.01082777777778,24.002138888888886,POS,-1.0,ADSB
1722.1200000000001,0,70400,2026-04-22 22:31:24,38.039138888888886,24.027997222222222,POS,-1.0,ADSB
2179.32,0,70400,2026-04-22 22:31:56,38.068647222222225,24.055038888888888,POS,-1.0,ADSB
2392.6800000000003,0,70400,2026-04-22 22:32:12,38.085750000000004,24.079869444444444,POS,-1.0,ADSB
2674.6200000000003,0,70400,2026-04-22 22:32:30,38.09010833333334,24.111708333333333,POS,-1.0,ADSB
2895.6000000000004,0,70400,2026-04-22 22:32:46,38.08336944444444,24.13847777777778,POS,-1.0,ADSB
3368.04,0,70400,2026-04-22 22:33:30,38.04192777777778,24.203477777777778,POS,-1.0,ADSB
3688.0800000000004,0,70400,2026-04-22 22:34:00,38.006927777777776,24.25535833333333,POS,-1.0,ADSB
4221.4800000000005,0,70400,2026-04-22 22:34:30,37.97121944444445,24.309638888888887,POS,-1.0,ADSB
4533.900000000001,0,70400,2026-04-22 22:35:00,37.93386944444444,24.367208333333334,POS,-1.0,ADSB
4686.3,0,70400,2026-04-22 22:35:30,37.89724722222222,24.42367777777778,POS,-1.0,ADSB
5234.9400000000005,0,70400,2026-04-22 22:36:00,37.860527777777776,24.481338888888892,POS,-1.0,ADSB
5753.1,0,70400,2026-04-22 22:36:28,37.82825833333334,24.54199722222222,POS,-1.0,ADSB
6446.52,0,70400,2026-04-22 22:37:10,37.7861,24.639058333333335,POS,-1.0,ADSB
6865.620000000001,0,70400,2026-04-22 22:37:42,37.75483888888889,24.711719444444444,POS,-1.0,ADSB
7208.52,0,70400,2026-04-22 22:38:10,37.72356944444444,24.78462777777778,POS,-1.0,ADSB
7642.860000000001,0,70400,2026-04-22 22:38:40,37.69050833333333,24.861519444444443,POS,-1.0,ADSB
7894,0,67600,2026-04-22 22:38:50,37.672000000000004,24.905,POS,,ACARS
8183.88,0,67600,2026-04-22 22:39:10,37.65705833333333,24.939138888888888,POS,-1.0,ADSB
8656.32,0,67600,2026-04-22 22:39:40,37.62411944444444,25.015327777777777,POS,-1.0,ADSB
8923.02,0,67600,2026-04-22 22:40:12,37.58994722222222,25.09402777777778,POS,-1.0,ADSB
9159.24,0,67600,2026-04-22 22:40:42,37.55391944444444,25.176597222222224,POS,-1.0,ADSB
9532.62,0,67600,2026-04-22 22:41:12,37.518677777777775,25.25732777777778,POS,-1.0,ADSB
9936.480000000001,0,67600,2026-04-22 22:41:44,37.48502777777778,25.33464722222222,POS,-1.0,ADSB
10119.36,0,67600,2026-04-22 22:42:14,37.450097222222226,25.41423888888889,POS,-1.0,ADSB
10561.32,0,67600,2026-04-22 22:42:42,37.412308333333335,25.50027777777778,POS,-1.0,ADSB
10957.560000000001,0,67600,2026-04-22 22:43:12,37.377488888888884,25.579458333333335,POS,-1.0,ADSB
11231.880000000001,0,67600,2026-04-22 22:43:42,37.343719444444446,25.656227777777776,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:44:24,37.295097222222225,25.76603888888889,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:44:54,37.25966944444444,25.845808333333334,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:45:24,37.22465833333333,25.924508333333332,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:45:54,37.18922777777778,26.00397777777778,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:46:24,37.15455,26.081538888888886,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:46:54,37.11856944444445,26.16185,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:47:24,37.08266944444444,26.241919444444445,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:47:54,37.04767777777778,26.31949722222222,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:48:26,37.01144722222222,26.39984722222222,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:48:54,36.97635,26.477408333333333,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:49:24,36.94031944444444,26.556877777777775,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:49:54,36.90627777777778,26.631738888888886,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:50:26,36.8692,26.712908333333335,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:50:56,36.83436944444445,26.789358333333332,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:51:26,36.79773888888889,26.8693,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:51:56,36.7636,26.943627777777778,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:52:26,36.72566944444444,27.026127777777777,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:52:54,36.68989722222222,27.105388888888886,POS,-1.0,ADSB
11277.6,0,67600,2026-04-22 22:53:32,36.653508333333335,27.198697222222222,POS,-1.0,ADSB
11277,0,66000,2026-04-22 22:54:02,36.974,26.483,POS,,ACARS
