alt,dis,fob,gateway_time,lat,lon,posPointName,sAlt,type
91,0,71900,2026-04-15 22:42:06,37.936,23.933,POS,,ACARS
6187,0,69300,2026-04-15 22:51:58,37.707,24.811,POS,,ACARS
11033,0,67600,2026-04-15 23:01:59,37.075,26.253999999999998,POS,,ACARS
11277,0,66500,2026-04-15 23:11:58,36.472,27.714,POS,,ACARS
11277,0,65600,2026-04-15 23:21:58,37.016,29.052,POS,,ACARS
11277,0,64600,2026-04-15 23:31:58,38.146,29.997,POS,,ACARS
11247,0,63300,2026-04-15 23:41:58,39.026,31.22,POS,,ACARS
11247,0,62200,2026-04-15 23:51:58,39.481,32.923,POS,,ACARS
11247,0,61400,2026-04-16 00:01:57,39.661,34.765,POS,,ACARS
11277,0,60300,2026-04-16 00:11:58,39.788,36.66,POS,,ACARS
11247,0,59400,2026-04-16 00:21:58,39.916000000000004,38.57,POS,,ACARS
11247,0,58400,2026-04-16 00:31:58,39.955,40.446000000000005,POS,,ACARS
11247,0,57400,2026-04-16 00:41:59,40.035,42.291000000000004,POS,,ACARS
11277,0,56500,2026-04-16 00:51:57,40.181000000000004,44.123,POS,,ACARS
11277,0,55500,2026-04-16 01:01:57,40.431000000000004,45.913,POS,,ACARS
11277,0,54500,2026-04-16 01:11:58,40.864,47.587,POS,,ACARS
11247,0,53600,2026-04-16 01:29:11,41.662000000000006,49.007999999999996,POS,,ACARS
11247,0,52600,2026-04-16 01:36:37,42.443999999999996,50.484,POS,,ACARS
11277,0,51600,2026-04-16 01:42:32,43.227000000000004,51.921,POS,,ACARS
11247,0,50500,2026-04-16 01:52:01,43.933,53.425,POS,,ACARS
11247,0,49400,2026-04-16 02:05:35,44.611000000000004,54.943999999999996,POS,,ACARS
11247,0,48300,2026-04-16 02:15:32,45.253,56.528999999999996,POS,,ACARS
11277,0,47500,2026-04-16 02:23:55,45.735,58.275,POS,,ACARS
11247,0,46500,2026-04-16 02:32:02,46.196000000000005,60.07,POS,,ACARS
11247,0,45500,2026-04-16 02:48:02,46.631,61.907000000000004,POS,,ACARS
11277,0,44500,2026-04-16 02:51:58,47.032000000000004,63.748999999999995,POS,,ACARS
11247,0,43700,2026-04-16 03:04:32,47.38,65.62700000000001,POS,,ACARS
11277,0,42700,2026-04-16 03:12:02,47.69,67.548,POS,,ACARS
11247,0,41700,2026-04-16 03:22:02,47.806000000000004,69.557,POS,,ACARS
11277,0,40800,2026-04-16 03:32:02,47.739,71.64,POS,,ACARS
11277,0,39800,2026-04-16 03:42:01,47.607000000000006,73.745,POS,,ACARS
11277,0,38700,2026-04-16 03:52:01,47.432,75.87,POS,,ACARS
11247,0,37600,2026-04-16 04:01:57,47.263999999999996,78.0,POS,,ACARS
11247,0,37000,2026-04-16 04:11:58,47.115,80.13900000000001,POS,,ACARS
11277,0,35900,2026-04-16 04:21:58,46.926,82.283,POS,,ACARS
11277,0,35100,2026-04-16 04:31:57,46.247,84.05900000000001,POS,,ACARS
11277,0,34300,2026-04-16 04:41:58,45.378,85.69900000000001,POS,,ACARS
11308,0,33300,2026-04-16 04:51:57,44.504,87.259,POS,,ACARS
11277,0,32400,2026-04-16 05:01:58,44.276,89.04,POS,,ACARS
11277,0,31500,2026-04-16 05:11:58,44.083999999999996,90.961,POS,,ACARS
11277,0,30600,2026-04-16 05:21:58,43.626000000000005,92.867,POS,,ACARS
11308,0,29700,2026-04-16 05:34:58,43.15,94.788,POS,,ACARS
11277,0,28900,2026-04-16 05:41:57,42.325,96.243,POS,,ACARS
11308,0,27900,2026-04-16 05:51:57,42.251000000000005,98.178,POS,,ACARS
11308,0,26900,2026-04-16 06:01:58,42.142,100.083,POS,,ACARS
11308,0,25900,2026-04-16 06:11:59,41.83,101.95400000000001,POS,,ACARS
11308,0,25900,2026-04-16 06:12:00,41.83,101.95400000000001,POS,,ACARS
11277,0,25000,2026-04-16 06:21:57,40.915,102.81599999999999,POS,,ACARS
11308,0,24100,2026-04-16 06:31:57,39.628,102.563,POS,,ACARS
11308,0,23200,2026-04-16 06:41:57,38.792,103.69099999999999,POS,,ACARS
11308,0,22300,2026-04-16 06:51:58,38.285,105.41099999999999,POS,,ACARS
9479,0,21500,2026-04-16 07:01:58,38.138,107.15599999999999,POS,,ACARS
9479,0,20600,2026-04-16 07:11:58,38.092999999999996,108.937,POS,,ACARS
10698,0,19500,2026-04-16 07:21:57,37.922000000000004,110.75099999999999,POS,,ACARS
10668,0,18500,2026-04-16 07:31:58,37.602999999999994,112.452,POS,,ACARS
8869,0,17700,2026-04-16 07:41:57,36.36,112.864,POS,,ACARS
7802,0,16600,2026-04-16 07:51:57,35.096000000000004,113.41099999999999,POS,,ACARS
7193,0,15600,2026-04-16 08:01:58,33.922,113.931,POS,,ACARS
5974,0,14600,2026-04-16 08:11:57,32.897,114.685,POS,,ACARS
5486,0,13500,2026-04-16 08:21:58,31.733,114.687,POS,,ACARS
2956,0,12800,2026-04-16 08:32:11,30.811999999999998,115.062,POS,,ACARS
1188,0,12100,2026-04-16 08:41:58,30.105,114.901,POS,,ACARS
0,0,0,2026-04-16 08:48:29,30.342777777777776,115.02972222222222,ONN,,ACARS
0,0,11800,2026-04-16 08:48:35,30.33,115.047,POS,,ACARS
0,0,0,2026-04-16 08:57:33,30.342777777777776,115.02972222222222,INN,,ACARS
152,0,70000,2026-04-20 04:46:11,37.935,23.953999999999997,POS,,ACARS
7741,0,67600,2026-04-20 04:55:45,37.461,24.751,POS,,ACARS
10668,0,65800,2026-04-20 05:05:46,36.926,26.388,POS,,ACARS
10668,0,64900,2026-04-20 05:15:54,36.592999999999996,28.068,POS,,ACARS
10668,0,63600,2026-04-20 05:25:45,37.314,29.302,POS,,ACARS
10637,0,62600,2026-04-20 05:35:44,38.274,30.377,POS,,ACARS
10637,0,61500,2026-04-20 05:45:45,39.0,31.781000000000002,POS,,ACARS
10668,0,60300,2026-04-20 05:55:45,39.29,33.484,POS,,ACARS
10637,0,59500,2026-04-20 06:05:45,39.558,35.22,POS,,ACARS
10668,0,58300,2026-04-20 06:15:45,39.797000000000004,36.988,POS,,ACARS
10668,0,57400,2026-04-20 06:25:44,39.931000000000004,38.797000000000004,POS,,ACARS
10637,0,56400,2026-04-20 06:35:45,39.957,40.602999999999994,POS,,ACARS
10637,0,55400,2026-04-20 06:45:45,40.044,42.422000000000004,POS,,ACARS
10637,0,54400,2026-04-20 06:55:45,40.196000000000005,44.23,POS,,ACARS
10637,0,53500,2026-04-20 07:05:45,40.511,46.009,POS,,ACARS
10668,0,52400,2026-04-20 07:15:45,41.036,47.733,POS,,ACARS
10637,0,51300,2026-04-20 07:25:48,41.8,49.282999999999994,POS,,ACARS
10637,0,50200,2026-04-20 07:35:48,42.62,50.791000000000004,POS,,ACARS
10668,0,49100,2026-04-20 07:45:48,43.458999999999996,52.307,POS,,ACARS
10637,0,48200,2026-04-20 07:55:48,44.233,53.896,POS,,ACARS
10637,0,47400,2026-04-20 08:05:49,44.943999999999996,55.609,POS,,ACARS
10668,0,46300,2026-04-20 08:15:47,45.613,57.33,POS,,ACARS
10668,0,45400,2026-04-20 08:25:48,46.104,59.186,POS,,ACARS
10668,0,44400,2026-04-20 08:35:56,46.521,61.07,POS,,ACARS
10637,0,43600,2026-04-20 08:47:04,46.903,62.962999999999994,POS,,ACARS
10637,0,42700,2026-04-20 08:55:49,47.257000000000005,64.90299999999999,POS,,ACARS
10637,0,41700,2026-04-20 09:05:49,47.587,66.878,POS,,ACARS
