gateway_time,alt,fob,dis,lat,lon,posPointName,sAlt,type
2026-04-15 22:42:06,91,71900,0,37.936,23.933,POS,,ACARS
2026-04-15 22:51:58,6187,69300,0,37.707,24.811,POS,,ACARS
2026-04-15 23:01:59,11033,67600,0,37.075,26.253999999999998,POS,,ACARS
2026-04-15 23:11:58,11277,66500,0,36.472,27.714,POS,,ACARS
2026-04-15 23:21:58,11277,65600,0,37.016,29.052,POS,,ACARS
2026-04-15 23:31:58,11277,64600,0,38.146,29.997,POS,,ACARS
2026-04-15 23:41:58,11247,63300,0,39.026,31.22,POS,,ACARS
2026-04-15 23:51:58,11247,62200,0,39.481,32.923,POS,,ACARS
2026-04-16 00:01:57,11247,61400,0,39.661,34.765,POS,,ACARS
2026-04-16 00:11:58,11277,60300,0,39.788,36.66,POS,,ACARS
2026-04-16 00:21:58,11247,59400,0,39.916000000000004,38.57,POS,,ACARS
2026-04-16 00:31:58,11247,58400,0,39.955,40.446000000000005,POS,,ACARS
2026-04-16 00:41:59,11247,57400,0,40.035,42.291000000000004,POS,,ACARS
2026-04-16 00:51:57,11277,56500,0,40.181000000000004,44.123,POS,,ACARS
2026-04-16 01:01:57,11277,55500,0,40.431000000000004,45.913,POS,,ACARS
2026-04-16 01:11:58,11277,54500,0,40.864,47.587,POS,,ACARS
2026-04-16 01:29:11,11247,53600,0,41.662000000000006,49.007999999999996,POS,,ACARS
2026-04-16 01:36:37,11247,52600,0,42.443999999999996,50.484,POS,,ACARS
2026-04-16 01:42:32,11277,51600,0,43.227000000000004,51.921,POS,,ACARS
2026-04-16 01:52:01,11247,50500,0,43.933,53.425,POS,,ACARS
2026-04-16 02:05:35,11247,49400,0,44.611000000000004,54.943999999999996,POS,,ACARS
2026-04-16 02:15:32,11247,48300,0,45.253,56.528999999999996,POS,,ACARS
2026-04-16 02:23:55,11277,47500,0,45.735,58.275,POS,,ACARS
2026-04-16 02:32:02,11247,46500,0,46.196000000000005,60.07,POS,,ACARS
2026-04-16 02:48:02,11247,45500,0,46.631,61.907000000000004,POS,,ACARS
2026-04-16 02:51:58,11277,44500,0,47.032000000000004,63.748999999999995,POS,,ACARS
2026-04-16 03:04:32,11247,43700,0,47.38,65.62700000000001,POS,,ACARS
2026-04-16 03:12:02,11277,42700,0,47.69,67.548,POS,,ACARS
2026-04-16 03:22:02,11247,41700,0,47.806000000000004,69.557,POS,,ACARS
2026-04-16 03:32:02,11277,40800,0,47.739,71.64,POS,,ACARS
